annotation,type,start,end
29728,Other Toxicity,0,159
29734,Insult,30,34
29736,Insult,0,14
29737,Insult,34,39
29737,Insult,61,65
29738,Insult,117,126
29739,Insult,117,126
29740,Insult,63,72
29740,Insult,117,126
29740,Insult,368,376
29742,Insult,2,17
29745,Profane/Obscene,144,167
29746,Insult,144,151
29747,Insult,11,19
29751,Insult,35,41
29751,Insult,141,149
29752,Insult,35,41
29754,Insult,190,198
29755,Profane/Obscene,190,198
29756,Insult,543,555
29758,Identity based Attack,420,448
29758,Insult,526,575
29759,Insult,11,16
29760,Profane/Obscene,11,16
29761,Insult,11,16
29764,Insult,82,92
29765,Identity based Attack,30,42
29766,Identity based Attack,24,42
29768,Insult,328,336
29768,Insult,302,308
29769,Insult,328,336
29770,Insult,328,343
29772,Insult,33,38
29773,Insult,33,38
29774,Identity based Attack,7,21
29776,Insult,31,36
29776,Identity based Attack,139,151
29776,Identity based Attack,120,123
29776,Identity based Attack,128,134
29776,Threat,110,115
29778,Insult,27,87
29778,Threat,339,449
29779,Insult,81,87
29781,Threat,178,185
29782,Insult,324,328
29782,Insult,711,717
29785,Profane/Obscene,6,17
29786,Insult,11,17
29787,Insult,11,17
29788,Insult,11,17
29791,Insult,961,966
29793,Insult,63,69
29794,Profane/Obscene,63,69
29796,Insult,86,92
29797,Insult,86,92
29799,Insult,141,150
29800,Profane/Obscene,177,184
29801,Insult,25,42
29801,Identity based Attack,45,78
29802,Insult,25,34
29802,Other Toxicity,25,34
29803,Insult,25,34
29803,Identity based Attack,45,63
29803,Other Toxicity,45,78
29804,Insult,14,19
29805,Insult,14,19
29806,Insult,14,19
29806,Insult,431,436
29806,Insult,445,449
29806,Insult,452,462
29807,Insult,10,15
29808,Threat,34,41
29809,Insult,0,15
29810,Insult,19,26
29811,Insult,9,18
29811,Insult,55,62
29812,Insult,9,18
29812,Insult,55,62
29812,Profane/Obscene,132,148
29812,Other Toxicity,158,181
29812,Profane/Obscene,186,229
29812,Profane/Obscene,287,292
29812,Profane/Obscene,347,359
29812,Profane/Obscene,383,403
29815,Identity based Attack,25,34
29817,Identity based Attack,8,45
29818,Profane/Obscene,0,99
29820,Identity based Attack,82,92
29821,Identity based Attack,43,50
29821,Identity based Attack,55,61
29821,Identity based Attack,82,87
29821,Threat,93,101
29821,Identity based Attack,102,109
29823,Insult,22,31
29826,Identity based Attack,48,52
29827,Other Toxicity,44,52
29829,Identity based Attack,185,210
29830,Insult,185,191
29830,Insult,193,210
29832,Insult,222,229
29833,Insult,258,267
29835,Insult,28,117
29836,Other Toxicity,28,40
29836,Insult,70,85
29839,Threat,800,815
29840,Profane/Obscene,240,252
29841,Insult,240,246
29841,Insult,247,252
29841,Identity based Attack,263,270
29845,Other Toxicity,209,269
29846,Insult,476,486
29847,Insult,327,333
29848,Insult,327,333
29850,Identity based Attack,170,177
29853,Insult,11,16
29854,Profane/Obscene,5,10
29854,Insult,11,16
29855,Insult,32,37
29856,Insult,32,37
29857,Insult,28,31
29857,Insult,32,37
29858,Insult,184,200
29860,Insult,196,200
29860,Insult,184,195
29861,Insult,273,278
29862,Insult,25,29
29863,Insult,273,278
29864,Insult,794,802
29865,Insult,146,154
29865,Insult,168,178
29866,Profane/Obscene,83,207
29867,Insult,314,322
29868,Profane/Obscene,314,322
29868,Identity based Attack,411,423
29869,Insult,314,322
29871,Insult,195,208
29872,Insult,0,54
29873,Identity based Attack,0,6
29875,Identity based Attack,31,59
29876,Insult,222,228
29877,Insult,73,79
29877,Insult,222,228
29877,Identity based Attack,126,228
29878,Other Toxicity,60,101
29878,Insult,222,228
29879,Profane/Obscene,42,47
29880,Identity based Attack,18,47
29881,Insult,18,28
29882,Insult,257,261
29883,Insult,18,29
29883,Insult,202,211
29885,Insult,93,101
29888,Other Toxicity,145,151
29889,Insult,145,151
29890,Insult,138,151
29892,Insult,28,36
29893,Insult,0,36
29893,Other Toxicity,477,515
29894,Insult,207,210
29896,Profane/Obscene,151,163
29900,Insult,5,12
29901,Profane/Obscene,18,31
29905,Other Toxicity,43,50
29906,Insult,48,54
29906,Threat,135,139
29907,Insult,135,139
29908,Threat,132,152
29908,Insult,68,71
29909,Insult,33,40
29910,Insult,8,13
29911,Profane/Obscene,64,69
29913,Other Toxicity,0,628
29914,Identity based Attack,2,19
29914,Insult,27,35
29914,Profane/Obscene,68,131
29914,Identity based Attack,211,474
29914,Identity based Attack,491,556
29916,Insult,384,388
29919,Profane/Obscene,51,62
29920,Profane/Obscene,17,23
29920,Other Toxicity,25,62
29922,Identity based Attack,200,214
29924,Insult,673,691
29926,Insult,793,799
29927,Insult,16,25
29928,Identity based Attack,2914,3208
29929,Profane/Obscene,7,31
29929,Profane/Obscene,45,54
29930,Insult,140,146
29930,Insult,151,158
29931,Insult,140,146
29931,Insult,151,158
29932,Insult,140,146
29932,Insult,151,158
29934,Insult,176,216
29934,Insult,226,283
29935,Insult,226,271
29935,Insult,176,216
29936,Identity based Attack,24,37
29938,Insult,86,98
29940,Profane/Obscene,916,924
29940,Insult,874,924
29941,Profane/Obscene,916,924
29942,Identity based Attack,28,31
29943,Insult,143,149
29945,Insult,46,51
29946,Insult,46,51
29947,Profane/Obscene,16,51
29947,Insult,16,51
29948,Insult,0,9
29950,Insult,10,16
29953,Insult,197,202
29955,Insult,26,31
29956,Insult,26,31
29956,Insult,187,192
29956,Insult,145,150
29958,Insult,38,42
29960,Identity based Attack,20,26
29961,Identity based Attack,94,103
29962,Identity based Attack,85,103
29963,Insult,447,453
29964,Insult,201,218
29965,Other Toxicity,466,489
29968,Insult,0,152
29971,Insult,16,20
29972,Insult,3,15
29974,Identity based Attack,11,15
29977,Insult,125,134
29979,Profane/Obscene,26,30
29980,Insult,26,30
29981,Insult,0,5
29982,Insult,0,5
29983,Insult,0,5
29985,Identity based Attack,12,26
29987,Profane/Obscene,64,73
29990,Insult,93,94
29992,Insult,90,99
29993,Identity based Attack,174,217
29994,Identity based Attack,206,217
29996,Insult,0,6
29997,Insult,0,6
29997,Profane/Obscene,0,6
29998,Identity based Attack,0,6
29998,Profane/Obscene,0,6
29999,Insult,244,251
30000,Identity based Attack,157,170
30000,Insult,244,251
30001,Insult,254,258
30003,Threat,256,263
30004,Other Toxicity,434,438
30005,Insult,596,603
30005,Insult,629,647
30006,Insult,596,603
30007,Other Toxicity,145,166
30013,Other Toxicity,292,298
30015,Insult,52,58
30016,Insult,52,58
30016,Insult,142,154
30021,Insult,18,24
30022,Insult,18,24
30024,Insult,19,29
30025,Insult,19,29
30026,Insult,87,93
30027,Insult,87,93
30028,Insult,87,93
30028,Insult,173,178
30033,Insult,4,13
30034,Insult,4,13
30036,Insult,16,22
30036,Insult,36,40
30036,Insult,41,47
30036,Identity based Attack,187,197
30036,Insult,618,623
30037,Insult,41,47
30037,Insult,618,623
30038,Insult,60,68
30042,Other Toxicity,111,119
30043,Insult,273,279
30044,Insult,7,11
30045,Insult,7,11
30046,Insult,7,11
30048,Insult,282,287
30049,Insult,282,287
30051,Insult,12,21
30052,Insult,88,96
30054,Insult,67,72
30054,Insult,198,203
30063,Insult,67,71
30064,Insult,67,71
30065,Insult,102,108
30066,Insult,102,108
30067,Insult,102,108
30070,Insult,173,189
30070,Other Toxicity,365,379
30071,Threat,32,36
30072,Insult,32,36
30073,Threat,32,194
30075,Identity based Attack,89,101
30078,Insult,40,49
30078,Identity based Attack,40,49
30079,Identity based Attack,30,49
30079,Identity based Attack,202,218
30083,Insult,107,114
30084,Insult,130,137
30085,Insult,107,114
30085,Insult,130,137
30086,Threat,168,182
30089,Insult,8,25
30090,Insult,170,182
30091,Insult,8,25
30094,Identity based Attack,128,162
30096,Insult,0,102
30099,Insult,27,35
30100,Other Toxicity,27,35
30104,Threat,0,21
30105,Threat,0,21
30106,Threat,0,21
30110,Other Toxicity,19,25
30111,Insult,19,25
30112,Insult,19,25
30113,Insult,86,94
30113,Insult,193,199
30114,Insult,193,199
30115,Insult,86,95
30115,Insult,193,199
30118,Insult,50,59
30120,Insult,29,38
30120,Insult,158,168
30120,Insult,170,197
30120,Insult,202,222
30121,Threat,134,140
30122,Identity based Attack,47,54
30123,Insult,36,54
30125,Profane/Obscene,13,19
30125,Insult,13,19
30127,Identity based Attack,258,281
30128,Profane/Obscene,103,121
30130,Other Toxicity,182,188
30131,Insult,181,186
30132,Insult,0,186
30134,Other Toxicity,12,19
30134,Threat,233,249
30136,Insult,12,19
30136,Identity based Attack,73,91
30137,Insult,145,152
30138,Insult,145,156
30139,Insult,128,156
30140,Identity based Attack,22,25
30140,Identity based Attack,27,35
30140,Insult,127,136
30141,Profane/Obscene,22,25
30141,Insult,127,136
30142,Insult,37,85
30145,Profane/Obscene,173,183
30146,Other Toxicity,9,15
30148,Insult,17,22
30150,Insult,198,207
30151,Insult,276,281
30153,Insult,211,217
30154,Insult,201,207
30154,Insult,211,217
30156,Profane/Obscene,0,10
30157,Profane/Obscene,0,10
30158,Insult,67,77
30160,Identity based Attack,61,84
30160,Insult,111,116
30161,Identity based Attack,853,857
30164,Insult,21,29
30165,Insult,21,29
30166,Identity based Attack,67,82
30168,Insult,0,14
30168,Insult,84,89
30168,Insult,323,334
30169,Profane/Obscene,0,6
30169,Profane/Obscene,84,89
30169,Identity based Attack,168,234
30172,Identity based Attack,329,358
30172,Insult,283,287
30174,Profane/Obscene,24,30
30175,Insult,14,19
30175,Insult,24,30
30175,Insult,70,84
30175,Identity based Attack,86,103
30175,Identity based Attack,105,116
30175,Insult,118,128
30175,Insult,286,293
30175,Insult,352,361
30178,Other Toxicity,18,25
30178,Identity based Attack,147,150
30179,Insult,391,397
30180,Insult,121,127
30180,Insult,178,184
30181,Insult,121,127
30181,Insult,178,184
30181,Insult,391,397
30184,Profane/Obscene,145,150
30184,Profane/Obscene,284,290
30184,Profane/Obscene,295,301
30185,Insult,0,6
30186,Insult,0,13
30187,Identity based Attack,0,13
30187,Identity based Attack,34,50
30189,Other Toxicity,130,133
30190,Insult,145,154
30191,Insult,78,84
30191,Threat,46,59
30191,Insult,34,45
30192,Insult,6,9
30192,Insult,78,84
30193,Insult,78,84
30194,Insult,0,569
30195,Insult,21,26
30196,Insult,21,26
30196,Insult,564,569
30199,Insult,19,24
30200,Threat,104,114
30201,Insult,195,230
30206,Insult,0,246
30207,Insult,196,211
30208,Insult,196,201
30210,Identity based Attack,62,67
30213,Insult,80,86
30214,Identity based Attack,80,94
30217,Insult,44,50
30217,Insult,66,74
30217,Insult,200,206
30221,Identity based Attack,1,172
30222,Insult,49,56
30222,Profane/Obscene,61,67
30223,Insult,166,174
30226,Identity based Attack,469,482
30226,Insult,565,576
30226,Profane/Obscene,25,46
30228,Insult,29,37
30230,Insult,171,174
30232,Other Toxicity,131,249
30233,Identity based Attack,303,309
30234,Identity based Attack,175,280
30235,Insult,165,173
30236,Insult,48,56
30236,Identity based Attack,48,56
30238,Identity based Attack,48,56
30239,Threat,78,93
30241,Insult,0,23
30241,Identity based Attack,0,23
30244,Insult,371,375
30245,Insult,46,55
30246,Insult,4,18
30246,Insult,46,55
30247,Insult,46,55
30247,Insult,4,18
30248,Identity based Attack,32,78
30248,Insult,32,78
30250,Insult,156,162
30250,Insult,347,353
30250,Insult,407,413
30253,Insult,28,32
30255,Insult,0,6
30255,Insult,22,27
30256,Insult,0,6
30258,Other Toxicity,320,329
30258,Other Toxicity,314,319
30259,Insult,218,228
30259,Insult,320,329
30260,Other Toxicity,19,25
30261,Insult,5,13
30261,Identity based Attack,58,73
30262,Identity based Attack,58,73
30264,Insult,41,55
30264,Insult,62,90
30264,Threat,127,163
30265,Insult,46,55
30265,Insult,73,90
30265,Threat,148,163
30266,Profane/Obscene,22,26
30267,Profane/Obscene,22,26
30268,Other Toxicity,22,26
30269,Insult,153,157
30270,Insult,153,157
30271,Insult,153,157
30272,Identity based Attack,45,62
30273,Identity based Attack,45,62
30274,Other Toxicity,45,62
30276,Insult,70,124
30277,Identity based Attack,83,99
30278,Insult,62,66
30279,Insult,62,66
30280,Insult,88,92
30283,Threat,64,70
30283,Insult,218,230
30285,Threat,16,21
30285,Identity based Attack,41,45
30286,Threat,41,45
30288,Insult,11,29
30289,Identity based Attack,0,29
30289,Insult,11,21
30289,Insult,22,29
30289,Insult,11,29
30289,Insult,37,42
30292,Insult,36,41
30294,Identity based Attack,25,35
30295,Insult,8,28
30295,Insult,33,60
30296,Identity based Attack,33,36
30297,Insult,0,8
30297,Insult,96,104
30297,Insult,166,172
30298,Insult,96,104
30298,Insult,166,172
30300,Insult,13,20
30301,Insult,6,20
30301,Identity based Attack,24,78
30303,Insult,52,56
30304,Profane/Obscene,52,60
30305,Insult,2,8
30308,Insult,46,52
30309,Insult,46,52
30310,Insult,0,111
30311,Other Toxicity,398,406
30313,Insult,729,732
30316,Insult,387,392
30317,Insult,105,110
30317,Insult,277,286
30318,Insult,249,255
30318,Insult,277,286
30322,Other Toxicity,52,56
30322,Insult,264,289
30323,Insult,14,18
30325,Insult,14,18
30328,Threat,29,35
30328,Insult,69,80
30328,Insult,82,90
30328,Threat,111,125
30330,Insult,117,130
30331,Insult,117,130
30332,Insult,45,49
30333,Insult,45,49
30334,Insult,45,49
30335,Insult,113,125
30336,Insult,101,111
30336,Insult,113,125
30336,Insult,127,135
30336,Insult,137,147
30336,Insult,164,181
30337,Threat,92,148
30338,Identity based Attack,16,20
30343,Identity based Attack,36,47
30344,Insult,45,60
30346,Insult,54,60
30346,Insult,324,328
30352,Identity based Attack,20,25
30352,Identity based Attack,36,39
30352,Identity based Attack,54,57
30352,Identity based Attack,82,85
30353,Insult,468,472
30354,Threat,0,492
30357,Insult,95,107
30358,Insult,95,107
30360,Insult,161,167
30361,Insult,161,167
30362,Insult,137,140
30363,Insult,141,147
30364,Insult,141,147
30365,Insult,16,23
30366,Insult,16,23
30367,Insult,16,46
30368,Insult,101,106
30369,Other Toxicity,48,55
30369,Other Toxicity,48,55
30373,Identity based Attack,31,38
30376,Other Toxicity,432,437
30377,Insult,140,149
30378,Other Toxicity,0,149
30379,Insult,140,149
30381,Threat,172,175
30382,Profane/Obscene,0,179
30384,Insult,205,211
30385,Insult,164,169
30387,Insult,0,7
30388,Insult,0,29
30390,Insult,41,46
30391,Insult,41,46
30393,Insult,0,7
30395,Profane/Obscene,26,30
30396,Insult,26,30
30397,Profane/Obscene,26,30
30398,Insult,90,99
30399,Insult,90,99
30400,Insult,90,99
30401,Insult,15,21
30403,Insult,15,21
30404,Insult,136,141
30404,Other Toxicity,136,141
30405,Insult,136,141
30406,Insult,136,141
30408,Insult,76,82
30408,Insult,144,150
30409,Identity based Attack,0,103
30409,Insult,106,150
30411,Insult,14,20
30412,Insult,14,20
30413,Insult,142,150
30414,Profane/Obscene,36,45
30415,Insult,92,97
30415,Insult,142,150
30416,Insult,110,120
30417,Profane/Obscene,167,176
30418,Other Toxicity,110,120
30418,Insult,172,176
30419,Insult,41,49
30421,Other Toxicity,41,49
30422,Insult,382,395
30426,Identity based Attack,21,25
30427,Insult,139,143
30429,Insult,31,37
30429,Insult,300,305
30430,Insult,31,37
30431,Insult,9,13
30432,Insult,9,13
30433,Insult,9,13
30436,Insult,8,16
30437,Insult,23,29
30438,Insult,23,29
30442,Insult,374,381
30443,Insult,8,16
30444,Insult,8,16
30445,Insult,8,16
30447,Profane/Obscene,121,136
30448,Insult,121,136
30449,Insult,18,24
30450,Profane/Obscene,18,24
30451,Insult,18,24
30453,Other Toxicity,0,8
30454,Threat,3,337
30455,Insult,7,13
30456,Insult,7,13
30457,Insult,7,13
30458,Insult,216,223
30460,Insult,216,223
30461,Insult,72,79
30462,Insult,72,79
30463,Insult,72,79
30465,Insult,73,79
30467,Insult,81,86
30468,Insult,30,36
30469,Insult,30,36
30469,Insult,81,86
30471,Identity based Attack,188,195
30472,Insult,188,195
30473,Insult,98,107
30474,Insult,98,107
30475,Insult,4,10
30477,Insult,163,190
30478,Insult,176,190
30480,Insult,136,142
30481,Insult,136,142
30482,Insult,13,19
30482,Insult,24,30
30483,Insult,13,19
30490,Insult,0,6
30492,Insult,87,93
30493,Insult,87,93
30494,Insult,43,47
30495,Insult,43,47
30496,Insult,30,41
30496,Insult,43,47
30498,Insult,74,79
30501,Insult,52,62
30501,Insult,362,368
30502,Insult,354,360
30502,Insult,362,368
30503,Insult,45,50
30504,Insult,35,50
30504,Profane/Obscene,89,94
30506,Insult,157,166
30507,Insult,68,97
30507,Identity based Attack,144,166
30508,Insult,157,166
30511,Insult,12,44
30511,Insult,61,71
30512,Identity based Attack,133,140
30513,Insult,9,12
30513,Insult,133,140
30514,Identity based Attack,96,139
30515,Profane/Obscene,37,43
30515,Profane/Obscene,168,178
30515,Profane/Obscene,483,493
30516,Insult,37,43
30516,Insult,198,204
30517,Insult,27,43
30517,Insult,0,587
30519,Threat,196,206
30520,Insult,102,109
30520,Profane/Obscene,196,206
30521,Insult,18,21
30522,Insult,51,60
30525,Insult,21,30
30526,Insult,6,16
30526,Insult,21,30
30526,Identity based Attack,61,122
30528,Other Toxicity,10,15
30529,Insult,0,15
30529,Insult,22,41
30531,Insult,0,8
30532,Insult,0,8
30533,Insult,13,17
30534,Insult,22,30
30534,Insult,278,284
30535,Insult,278,284
30536,Identity based Attack,166,172
30537,Insult,192,197
30538,Insult,192,197
30539,Insult,21,25
30539,Insult,223,227
30540,Insult,21,25
30540,Insult,223,227
30541,Profane/Obscene,21,25
30542,Profane/Obscene,0,94
30543,Insult,58,64
30543,Profane/Obscene,77,81
30543,Insult,86,95
30544,Insult,58,64
30548,Insult,29,37
30549,Insult,29,37
30549,Insult,19,27
30549,Insult,38,48
30550,Insult,29,37
30551,Profane/Obscene,88,96
30551,Insult,102,115
30553,Insult,88,96
30553,Insult,102,108
30554,Insult,26,32
30555,Insult,10,45
30555,Profane/Obscene,10,45
30556,Insult,15,32
30557,Threat,0,14
30558,Threat,0,14
30559,Threat,0,4
30560,Insult,32,48
30561,Insult,41,48
30562,Other Toxicity,41,48
30563,Insult,167,176
30564,Insult,167,176
30564,Identity based Attack,68,78
30565,Insult,167,176
30567,Insult,186,192
30568,Other Toxicity,36,51
30568,Identity based Attack,134,163
30568,Insult,176,192
30568,Other Toxicity,503,569
30568,Other Toxicity,773,780
30569,Insult,202,206
30572,Insult,138,141
30572,Insult,150,154
30573,Insult,150,155
30574,Insult,138,142
30574,Insult,150,155
30575,Threat,18,22
30576,Insult,6,12
30577,Insult,6,12
30579,Insult,0,8
30580,Insult,0,8
30581,Insult,14,26
30582,Insult,14,26
30584,Insult,5,9
30584,Insult,19,22
30585,Identity based Attack,15,18
30586,Insult,15,22
30589,Insult,4,12
30590,Insult,19,23
30590,Profane/Obscene,19,23
30591,Insult,19,23
30592,Insult,19,23
30593,Profane/Obscene,50,54
30593,Insult,231,240
30594,Insult,231,240
30595,Insult,231,240
30596,Identity based Attack,39,45
30597,Other Toxicity,160,164
30597,Identity based Attack,139,144
30598,Insult,155,174
30599,Identity based Attack,21,25
30601,Threat,21,25
30601,Identity based Attack,21,25
30604,Insult,0,75
30604,Other Toxicity,77,120
30606,Insult,195,202
30607,Insult,195,202
30610,Insult,300,348
30611,Other Toxicity,49,52
30612,Insult,26,32
30613,Insult,26,32
30615,Insult,163,169
30616,Insult,173,176
30618,Insult,91,97
30618,Insult,192,198
30621,Insult,193,199
30622,Other Toxicity,193,199
30623,Insult,103,113
30624,Insult,103,113
30625,Insult,103,113
30626,Insult,71,77
30627,Insult,71,77
30629,Profane/Obscene,68,76
30630,Insult,68,76
30632,Insult,33,39
30634,Insult,132,138
30635,Insult,14,23
30636,Insult,14,23
30637,Identity based Attack,14,23
